Original Row ID,Provider Type,Category,Priority,Name / Search,LinkedIn URL,Website,Location,Evidence,Confidence,Notes,Original LinkedIn URL,Corrected LinkedIn URL,Audit Action,Verification Status,Verification Method,Verification Date,Evidence URLs,Verified Business Contact Fallback,Audit Note,Identity Status,Geography Status,Dubai Coverage Evidence URL,Dubai Coverage Evidence,Queue Decision
NM-SP-053,Freelancer search,Freelance channel manager,B,Freelance Channel Manager Dubai hospitality,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Channel%20Manager%20Dubai%20hospitality,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Channel%20Manager%20Dubai%20hospitality,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Channel%20Manager%20Dubai%20hospitality,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Channel%20Manager%20Dubai%20hospitality,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-054,Freelancer search,Freelance cleaner / housekeeper,B,Freelance Cleaner Dubai holiday homes,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Cleaner%20Dubai%20holiday%20homes,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Cleaner%20Dubai%20holiday%20homes,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Cleaner%20Dubai%20holiday%20homes,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Cleaner%20Dubai%20holiday%20homes,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-055,Freelancer search,Freelance handyman,B,Freelance Handyman Dubai property maintenance,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Handyman%20Dubai%20property%20maintenance,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Handyman%20Dubai%20property%20maintenance,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Handyman%20Dubai%20property%20maintenance,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Handyman%20Dubai%20property%20maintenance,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-056,Freelancer search,Freelance AC technician,B,Freelance AC Technician Dubai,https://www.linkedin.com/search/results/people/?keywords=Freelance%20AC%20Technician%20Dubai,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20AC%20Technician%20Dubai,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20AC%20Technician%20Dubai,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20AC%20Technician%20Dubai,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-057,Freelancer search,Freelance plumber,B,Freelance Plumber Dubai,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Plumber%20Dubai,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Plumber%20Dubai,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Plumber%20Dubai,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Plumber%20Dubai,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-058,Freelancer search,Freelance electrician,B,Freelance Electrician Dubai,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Electrician%20Dubai,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Electrician%20Dubai,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Electrician%20Dubai,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Electrician%20Dubai,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-059,Freelancer search,Freelance smart lock technician,B,Freelance Smart Lock Technician Dubai Airbnb,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Smart%20Lock%20Technician%20Dubai%20Airbnb,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Smart%20Lock%20Technician%20Dubai%20Airbnb,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Smart%20Lock%20Technician%20Dubai%20Airbnb,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Smart%20Lock%20Technician%20Dubai%20Airbnb,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-060,Freelancer search,Freelance carpenter / joiner,B,Freelance Carpenter Dubai joinery,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Carpenter%20Dubai%20joinery,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Carpenter%20Dubai%20joinery,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Carpenter%20Dubai%20joinery,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Carpenter%20Dubai%20joinery,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-061,Freelancer search,Freelance interior designer / stager,B,Freelance Interior Designer Dubai home staging,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Interior%20Designer%20Dubai%20home%20staging,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Interior%20Designer%20Dubai%20home%20staging,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Interior%20Designer%20Dubai%20home%20staging,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Interior%20Designer%20Dubai%20home%20staging,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-062,Freelancer search,Freelance photographer,B,Freelance Real Estate Photographer Dubai,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Real%20Estate%20Photographer%20Dubai,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Real%20Estate%20Photographer%20Dubai,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Real%20Estate%20Photographer%20Dubai,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Real%20Estate%20Photographer%20Dubai,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-063,Freelancer search,Freelance videographer / drone operator,B,Freelance Drone Videographer Dubai real estate,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Drone%20Videographer%20Dubai%20real%20estate,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Drone%20Videographer%20Dubai%20real%20estate,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Drone%20Videographer%20Dubai%20real%20estate,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Drone%20Videographer%20Dubai%20real%20estate,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-064,Freelancer search,Freelance Wi-Fi / IT technician,B,Freelance WiFi IT Technician Dubai apartments,https://www.linkedin.com/search/results/people/?keywords=Freelance%20WiFi%20IT%20Technician%20Dubai%20apartments,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20WiFi%20IT%20Technician%20Dubai%20apartments,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20WiFi%20IT%20Technician%20Dubai%20apartments,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20WiFi%20IT%20Technician%20Dubai%20apartments,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-065,Freelancer search,Freelance pool technician / gardener,B,Freelance Pool Technician Dubai villa,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Pool%20Technician%20Dubai%20villa,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Pool%20Technician%20Dubai%20villa,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Pool%20Technician%20Dubai%20villa,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Pool%20Technician%20Dubai%20villa,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-066,Freelancer search,Freelance driver / chauffeur,B,Freelance Chauffeur Driver Dubai,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Chauffeur%20Driver%20Dubai,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Chauffeur%20Driver%20Dubai,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Chauffeur%20Driver%20Dubai,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Chauffeur%20Driver%20Dubai,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-067,Freelancer search,Freelance DTCM / licensing consultant,B,Freelance DTCM Consultant Dubai holiday homes,https://www.linkedin.com/search/results/people/?keywords=Freelance%20DTCM%20Consultant%20Dubai%20holiday%20homes,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20DTCM%20Consultant%20Dubai%20holiday%20homes,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20DTCM%20Consultant%20Dubai%20holiday%20homes,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20DTCM%20Consultant%20Dubai%20holiday%20homes,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-068,Freelancer search,Freelance accountant / VAT consultant,B,Freelance Accountant VAT Dubai property,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Accountant%20VAT%20Dubai%20property,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Accountant%20VAT%20Dubai%20property,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Accountant%20VAT%20Dubai%20property,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Accountant%20VAT%20Dubai%20property,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-069,Freelancer search,Freelance legal / conveyancing,B,Freelance Conveyancing Consultant Dubai real estate,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Conveyancing%20Consultant%20Dubai%20real%20estate,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Conveyancing%20Consultant%20Dubai%20real%20estate,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Conveyancing%20Consultant%20Dubai%20real%20estate,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Conveyancing%20Consultant%20Dubai%20real%20estate,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-070,Freelancer search,Freelance mortgage broker,B,Freelance Mortgage Broker Dubai,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Mortgage%20Broker%20Dubai,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Mortgage%20Broker%20Dubai,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Mortgage%20Broker%20Dubai,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Mortgage%20Broker%20Dubai,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
NM-SP-071,Freelancer search,Freelance business development / acquisitions,B,Freelance Property Acquisition Specialist Dubai,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Property%20Acquisition%20Specialist%20Dubai,,Dubai,"LinkedIn people-search route, login may be required",Route,"Use to find individual profiles, then qualify manually",https://www.linkedin.com/search/results/people/?keywords=Freelance%20Property%20Acquisition%20Specialist%20Dubai,,HELD_NO_REPLACEMENT,HOLD_UNVERIFIED_SEARCH_ROUTE,NOT_A_PROFILE,2026-09-13,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Property%20Acquisition%20Specialist%20Dubai,No business contact fallback until an actual named candidate is selected and verified.,"Generic LinkedIn people-search URL; it identifies no person, employer, role, or location.",IDENTITY_UNVERIFIED,UNVERIFIED,https://www.linkedin.com/search/results/people/?keywords=Freelance%20Property%20Acquisition%20Specialist%20Dubai,"LinkedIn query text contains Dubai, but a search route is not evidence of a named person, role, employer or location.",HOLD_UNVERIFIED
